DATE,FC,오류 유형,오류 내용,PO ID,IPR,벤더ID,벤더명,상품바코드,상품명,수량,PLT,"택배 or 
 업체직접회수",택배 주소,담당자/contact,운송장 출력,"SRMS
 업체회신 일자","D+6
 폐기조건","최종
 처리완료일",최종 처리,Remark 날자,메모,"운송장번호
 (자동)","택배
 진행상태","집하일자
 (택배)","배달일자
 (택배)","화물상태
 (원본)",매칭구분,"중복/재신고
 점검",매칭행(h)
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),136066627,IPR0017270806,,페이퍼볼,S0037784717819,24종 꿀템요정 옷정리 리빙박스 / 화이트 1개 R-2.3.1W,3,1,택배,부산광역시 강서구 과학산단1로 46 풀필로그 (페이퍼볼),8270-4571-7897,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2243,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5318
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),136066627,IPR0017270807,,페이퍼볼,S0037784717807,24종 꿀템요정 옷정리 리빙박스 / 화이트 1개 R-1.3.2W,2,1,택배,부산광역시 강서구 과학산단1로 46 풀필로그 (페이퍼볼),8270-4571-7897,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2276,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5321
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),136066627,IPR0017270808,,페이퍼볼,S0037747206460,24종 꿀템요정 옷정리 리빙박스 / 투명 1개 R-1.3.1,3,1,택배,부산광역시 강서구 과학산단1로 46 풀필로그 (페이퍼볼),8270-4571-7897,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2291,인수완료,2026-07-16,2026-07-24,인수자등록,정확(IPR),,5323
2026-07-13,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134727314,IPR0017262301,A01168426,리빙가감법 유한회사,S0033912894786,대형 울타리 / 블랙 200X100X120CM 1세트,2,1,업체직접회수,,,FALSE,2026-07-21,O,2026-07-24,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),136066627,IPR0017270809,,페이퍼볼,S0037747206463,24종 꿀템요정 옷정리 리빙박스 / 투명 1개 R-1.4.1,2,1,택배,부산광역시 강서구 과학산단1로 46 풀필로그 (페이퍼볼),8270-4571-7897,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2324,인수완료,2026-07-16,2026-07-24,인수자등록,정확(IPR),,5326
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270810,,주릭스 유한회사,S0037934287782,37-ZZH-BATAI / 호두나무 1600cm 6인용,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270811,,주릭스 유한회사,S0038005964777,13-zlk-dnz / 블랙 120cm,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134980033,IPR0017262304,,다올,8805680000000,신일 날개 없는 타워팬 / SIF-W35YL,18,1,업체직접회수,,,FALSE,2026-07-21,O,2026-07-22,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270812,,주릭스 유한회사,S0038018887222,37-LMQ-SZT A / 03올화이트,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270813,,주릭스 유한회사,S0038005964779,13-zlk-dnz / 흰색 120cm,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270814,,주릭스 유한회사,S0037934287780,37-ZZH-BATAI / 호두나무 1400cm 6인용,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270815,,주릭스 유한회사,S0038074978972,37-zzh-shuzhuo / 화이트 1200,2,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133736427,IPR0017262305,A01411941,선두트레이드 주식회사,S0037978834598,TAKETHAD 프리미엄 독립스프링 하드 매트리스 바닥 침대 전용 / 20cm 중간 단단함 퀸,1,1,업체직접회수,,,FALSE,,O,,,2026-07-27,폐기존 이동 예정,,,,,,,,
2026-07-13,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),133736427,IPR0017262306,A01411941,선두트레이드 주식회사,S0037978834596,TAKETHAD 프리미엄 독립스프링 하드 매트리스 바닥 침대 전용 / 20cm 중간 단단함 슈퍼싱글,2,1,업체직접회수,,,FALSE,,O,,,2026-07-27,폐기존 이동 예정,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270816,,주릭스 유한회사,S0037934196520,37-XT-BATAI / 호두나무 180cm 3인용,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270817,,주릭스 유한회사,S0038075027087,37-lmq-shuzhuo / 화이트 1200*450*1350,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270818,,주릭스 유한회사,S0038075027084,37-lmq-shuzhuo / 화이트 1000*450*1350,2,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270819,,주릭스 유한회사,S0038005960797,13-zlk-xg / 3단 100CM흰색,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270820,,주릭스 유한회사,S0038005960798,13-zlk-xg / 3단 80CM흰색,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,3-E) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134866607,IPR0017262307,,유한회사 뉴월드트레이딩,S0033551700085,BGK760W / 블랙,5,1,택배,경기도 화성시 만세구 우정읍 버들로 947-6 뉴월드,8210-9667-7345,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2346,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5328
2026-07-13,,1.파손,3-E) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134866607,IPR0017262308,,유한회사 뉴월드트레이딩,S0033551700086,BGK760W / 흰색,2,1,택배,경기도 화성시 만세구 우정읍 버들로 947-6 뉴월드,8210-9667-7345,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2394,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5333
2026-07-13,,16.기타,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270821,,주릭스 유한회사,S0038018887220,37-LMQ-SZT A / 01올화이트,3,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270822,,주릭스 유한회사,S0038017757762,37-lmq-cztz / 회색,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270823,,주릭스 유한회사,S0038037477861,36-zjm-chaji1 / 골드 프레임 그레이 서랍,2,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270824,,주릭스 유한회사,S0038018887221,37-LMQ-SZT A / 02올화이트,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270825,,주릭스 유한회사,S0038074978971,37-zzh-shuzhuo / 화이트 1000,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270826,,주릭스 유한회사,S0037878358804,8-zyt-chaji / 블랙 100cm,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270827,,주릭스 유한회사,S0037878358802,8-zyt-chaji / 그레이 100cm,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),135267014,IPR0017270828,,주릭스 유한회사,S0037878358805,8-zyt-chaji / 블랙 120cm,1,1,업체직접회수,인천광역시 서구 북항단지로 91 인천 서구 원창동 394-18 ( 북항단지로 91) 로지스포트 인천물류센터 6층 오른쪽 첫번째 창고 씨케이국제-jiluo,8210-6584-1066,FALSE,,O,2026-07-15,업체 트럭 회송,,,,,,,,,,
2026-07-13,,1.파손,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),134081044,IPR0017270830,,퀸다르 유한회사,S0038004940730,키루에 폴딩 대용량 리빙박스 / 반투명 5개 길이 55cm,1,1,택배,경기도 김포시 대곶면 대곶남로 53-47 UDA 경기도 김포시 대곶면 대곶남로 53-47 유디에이김포창고 （퀸다르 유한회사）,8210-5184-6007,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2416,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5335
2026-07-13,,1.파손,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),134081044,IPR0017270829,,퀸다르 유한회사,S0038015017306,"키루에 폴딩 대용량 리빙박스 / 1cm 반투명, 길이 55cm, 5개",1,1,택배,경기도 김포시 대곶면 대곶남로 53-47 UDA 경기도 김포시 대곶면 대곶남로 53-47 유디에이김포창고 （퀸다르 유한회사）,8210-5184-6007,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2420,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5336
2026-07-13,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134658208,IPR0017262310,A01668043,유한회사 바이푸이커머스,S0034798390957,FONOW 1인용리클라이너 사랑받는 무중력 1인 소파 / F-녹색,8,1,업체직접회수,,,FALSE,,O,,,2026-07-27,폐기존 이동 예정,,,,,,,,
2026-07-13,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131113786,IPR0017270831,,"플랫폼존 유한회사(Platform Zone Co.,Ltd)",S0037733021673,"원목 서랍 침대 옆 탁자, 침실 사이드 테이블 / 3개 월넛색",2,1,택배,인천광역시 중구 서해대로30번길 35 인천광역시 중구 축항대로296번길 172 “NKG물류센터 1번창고(YST창고),8210-5645-5209,TRUE,2026-07-23,O,2026-07-24,업체 트럭 회송,,,2662-8494-2431,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5337
2026-07-13,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),131113786,IPR0017270832,,"플랫폼존 유한회사(Platform Zone Co.,Ltd)",S0037264042058,원목 C자형 소파 테이블 / 화이트,1,1,택배,인천광역시 중구 서해대로30번길 35 인천광역시 중구 축항대로296번길 172 “NKG물류센터 1번창고(YST창고),8210-5645-5209,TRUE,2026-07-23,O,2026-07-24,업체 트럭 회송,,,2662-8494-2453,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5339
2026-07-13,,1.파손,3-F) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),135709645,IPR0017262311,,유한회사 로위,S0037864481893,Tanit 전면오픈 대형 캐리어 여행용 소프트 확장형 usb충전 / 30인치 블랙,1,1,택배,인천광역시 서구 북항단지로 151 10층 유디글로벌로지스 주식회사,8210-9978-9888,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2464,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5340
2026-07-13,,1.파손,3-F) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),135709645,IPR0017262312,,유한회사 로위,S0037864481877,Tanit 전면오픈 대형 캐리어 여행용 소프트 확장형 usb충전 / 28인치 그레이,2,1,택배,인천광역시 서구 북항단지로 151 10층 유디글로벌로지스 주식회사,8210-9978-9888,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2475,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5341
2026-07-14,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134977570,IPR0017293453,A01205970,주식회사데스텀,QLUNA88202658,데스텀 코너형 ㄱ자 컴퓨터 사무용 멀티 데스크 테이블 책상 / 1800 화이트,1,1,업체직접회수,,,FALSE,,O,,,2026-07-27,폐기존 이동 예정,,,,,,,,
2026-07-14,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134977570,IPR0017293454,A01205970,주식회사데스텀,QLUNA88202659,데스텀 코너형 ㄱ자 컴퓨터 사무용 멀티 데스크 테이블 책상 / 1800 블랙,3,1,업체직접회수,,,FALSE,,O,,,2026-07-27,폐기존 이동 예정,,,,,,,,
2026-07-14,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),133204637,IPR0017294681,,온프리,S2026031317001,MH-170 식기 건조대 / 2단 기본 1개,3,1,택배,충청남도 당진시 송악읍 고잔1길 22-16 -,8210-8252-4882,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2490,인수완료,2026-07-16,2026-07-23,인수자등록,정확(IPR),,5343
2026-07-14,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),132114195,IPR0017294682,,러거닝보국제무역유한책임회사(영업소),S0034547840761,FlexiSpot 전동 모션데스크 EF1 / 1400 화이트,1,1,택배,인천광역시 서구 건지로109번길 9 항창무역,8210-3057-0906,TRUE,,O,2026-07-22,기타,2026-07-22,오류신고 취소 (재신고건),2662-8494-2523,집하완료,2026-07-16,2026-07-18,(상태없음),정확(IPR),,5346
2026-07-14,,16.기타,"3) 로켓그로스 미부착, 외부바코드 상이, //전량회차 진행//회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2)",136565910,IPR0017293455,,라원트레이드유한회사,S0037423591077,폴딩박스 리빙박스 폴딩 박스 접이식수납박스 / 3개 84L 흰색,2686,1,회차,,,FALSE,,O,2026-07-17,회차,,,,,,,,,,
2026-07-14,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),133226038,IPR0017294683,A01606333,정슈이 유한회사,S0037854909908,모던 원목 식탁세트 2인용 4인용 식탁의자 인테리어 포함 주방 거실 심플 테이블 / 원목색 일반의자 4,8,1,택배,인천광역시 중구 서해대로210번길 50,823-2887-1505,TRUE,,O,,,2026-08-01,오류신고 취소,2662-8494-2534,집하완료,2026-07-16,2026-07-18,(상태없음),정확(IPR),최신건,5347
2026-07-14,,16.기타,1-C)박스파손/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),133226038,IPR0017294684,,정슈이 유한회사,S0037957782125,LcJorr 컴퓨터 의자 사무용 의자 높이조절 회전의자 학생 공부 서재 재택근무 원룸 편안한 등받이 책상의자 / 블랙 FREE,2,1,택배,인천광역시 중구 서해대로210번길 50,823-2887-1505,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2615,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5355
2026-07-14,,16.기타,3) 박스파손/택배발송예정입니다/직접회수 필요시 영업일 기준 D+6까지 SRMS시스템 회송방법 등록 요망/SRMS미등록시 택배발송/반송시 폐기/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),134897664,IPR0017293457,,용제무역 유한회사,S0038001021504,KUAHAI 롱레그 이동식 원터치 휴지통 20L 가정용 주방 고각 대용량 쓰레기통 / 크림 화이트 20L,7,1,택배,경기도 김포시 양촌읍 삼도로 118 김포시양촌읍 학운리 3236,8210-2310-5792,TRUE,,O,,,,,2662-8494-2630,집하완료,2026-07-16,2026-07-18,(상태없음),정확(IPR),,5357
2026-07-14,,1.파손,3) 박스파손//업체직접회수요청드립니다/영업일 기준 D+6까지 SRMS시스템에 회송방법 미등록시 상품 폐기 예정/회송담당자 010-9995-9870 (WeChat ID : XRG1_Center / XRG1_Center2),136417860,IPR0017293458,,타브로스 유한회사,X881230081029,투에스리빙 사무용 푹신한 컴퓨터 의자 / 블랙 헤드레스트 one size,8,1,업체직접회수,,,FALSE,,O,2026-07-16,업체 트럭 회송,,,,,,,,,,
2026-07-14,,16.기타,1-C)발주마감/택배발송 예정입니다/직접회수 예정시 영업일기준 D+6까지 SRMS시스템에 등록해 주시기바랍니다 / 회송담당자 010-9995-9870/Wechat id : (XRG1_Center / XRG1_Center2),133758895,IPR0017294685,,정슈이 유한회사,S0037854909912,모던 원목 식탁세트 2인용 4인용 식탁의자 인테리어 포함 주방 거실 심플 테이블 / 화이트 일반의자 2,2,1,택배,인천광역시 중구 서해대로210번길 50,823-2887-1505,TRUE,,O,2026-07-31,택배 회송,,,2662-8494-2700,인수완료,2026-07-16,2026-07-22,인수자등록,정확(IPR),,5364
